	T1-x43e2d13d666a9dc0	T1-7bb7514f4937f8e0	T1-7af2782c52f34d0e	T1-7c554febd3d70453	T1-73a5dd20dd6f5a2a	T1-5314116edad1ae3e	T1-7063be29d010e3a7	T1-x6dd9133abb3bf553	T1-x13e82319506cc836	T1-338bd4e25c3b3da2	T1-747e9908ae0fcde4	T1-52ad17fc98360993	T1-x6d92bf43aa5c0aed	T1-246a7ed4c9824e5e	T1-x43dc94006c4e406f	T1-15b8155affe0ebb0	T1-48924d20fc57cd2b	T1-57a48c9567217565	T1-79c5e6a3270fea57	T1-x369641a5ceb48163	T1-x44465b6cd70f7e4a	T1-34f7a9d2190877c3	T1-7b5655a39d239d95	T1-x446996281d8e2aa5	T1-10ae1c7ca9074153	T1-x6a1f38bd6fdf3695	T1-x2dfffb39e031d930	T1-778da4d0b7f56305	T1-46bbd5082f3263ee	T1-2caf1227f1d1a686	T1-5dad438fde35640d	T1-79be2fee090d4c0a	T1-x5bdaf2058401bf81	T1-27bdb54bffcadf4e	T1-72f02f385dfe39f9	T1-x2284b6509e6758ab	T1-5aab7a217e2fa1e5	T1-x179c86fabb1187f	T1-4a962b1ad9bb41ca	T1-3ea907b956efc41c	T1-x6223e9676843356a	T1-62d7bd728afde8c3	T1-x1a6fe0a454b5f4d4	T1-7e36ee352f324f22	T1-1eb8b5b196f27e18	T1-xca8527a2e679c1f	T1-55a33983098db1bf	T1-x4cd25d56f81b0c27	T1-x12949a58c3f72b58	T1-45a567d81abd40ed	T5-xa74527976c5dc98	T5-x3e7770eb082b0bfe	T5-x2af3881dabe6b2d5	T5-2a1062d54ab175f9	T5-x51a956392f39a087	T5-x6be7132cea93da78	T5-ac0ef95921011ba	T5-5f5a70e04e7e3189	T5-x1ca5e8be11ebcb01	T5-x4a9248f6cf4e6db3	T5-4c9fb1ed9d6ea9ee	T5-x4f09d56a2c3720ff	T5-x2b1632e989b37ffd	T5-2c632fea2f92129b	T5-7d31adebee340d73	T5-x3a443ec79ff06d1f	T5-x7be66f6f2adab0af	T5-x74f2c596ab94f19	T5-5198f987b4e0a65	T5-x6acb1a0c993ae5f6	T5-x30c76d71a1104158	T5-x72b643fed18f9883	T5-x4b037ed7325859bf	T3-34a8d790641d6d23	T3-x4e4e501c8a95d380	T3-3a0e95db102442df	T3-40fbe7cf2e9e3e29	T3-2c5bb6d176a60109	T3-x5d9644fe7b49b10	T3-14df28b462f87b3c	T3-x6cd97f1e92667a5	T3-xc7b26b2c5519d5c	T3-2a18506d2c29a421	T3-4436225e743e5123	T3-x36b0a4da8f93b349	T3-x423b5293a24acc8f	T3-x44952f87773bd1e	T3-x4113e448953a532f	T3-x6732663fec98c85	T3-x775a76c2179f76d0	T3-7a95da410f62dbb5	T3-x304745fcb89ccc9	T3-x19e1f51da902106f	T3-2b3c3f8fe9e537cc	T3-6ac3a618fbb00d9f	T3-x516fbfbf0aee8733	T3-16a3beea3fabe544	T3-78a0c594b9657995	T3-x45736837dcfb7b64	T3-eac635cfe89571a	T3-7b1e38344f3fe34a	T3-x28ad2bd12b53ddfc	T3-x3ffa98d70c2d0da7	T3-x12b6510830fa7393	T3-2a1a25fa7a948b11	T3-x65f53c01d909783a	T3-x1c2798332895a2a3	T3-1e8832df71cfb8fa	T3-90bab60d8f55e31	T3-x746273e6e1a3bc3e	T3-x1cff92f49d3394e6	T3-x56eb8f4fb81c874a	T3-769270af7798688d	T3-937ca26cd9fe7a2	T3-x59a9af9f677e9f17	T3-x6497424a2b9f056	T3-705cd8fa589d2a61	T3-x487d314788eab7fd	T3-x7653e9d9ea4d23f7	T3-x3243cf162a69a2e5	T3-x73e13195319f4d9f	T3-x134ef03c77b27f05	T3-870820a5af824b7	T3-x2d939a0d190784a1	T3-398706371528589e	T3-xd9ef48d64d060be	T3-556811a5537a0bb5	T3-c22f374654e7a01	T3-x5a25c7895addc570	T3-5719765a31206b11	T4-x36f6d74a3dce1283	T4-x4105e9ecbd80889a	T4-x188ea2fbd189a1e9	T4-x5f34a144c99ba4b2	T4-58f7a7e1aaa5b962	T4-7d2b5ff73493d9cc	T4-x587ae2029ab5f474	T4-c5fb32fdb91913a	T4-x6388ebd29ee6c9f5	T4-x3fadd3e482bf43b6	T4-8d2fccabb635520	T4-2d02c84c8b69340f	T4-x3bab5ad17e33ced6	T4-72bb157b1b3af028	T4-1ff4eb64fb91c4a6	T4-x6f62f38635a950d5	T4-2a9d5ac37380dd79	T4-x68907dc8d6044075	T4-x3e352339ae6fc27	T4-1cb4abae1ceee807	T4-x3f459dc314b0afde	T4-x8ca21371c9b7748	T4-30d2a7429d06668e	T4-x46095b8dcc624d3e	T4-6bba25a3f80f1717	T4-776bf3ca1021c495	T4-4f7e546439037853	T4-x3c994a887acac397	T4-2477fa4d7de64bfd	T4-3dd4ffdd04572aed	T4-x564da9b0084302c	T4-6561bc2b9b7b2a5e	T4-1b815eef5a3b5d2	T4-51957e20151e01e6	T6-356b46b45f656419	T6-3f7b3e90f52e0735	T6-2923fe63d3d31113	T6-x22969f6f5f6cfe37	T6-720f54e3f26b5455	T6-x5165cc4f3aeeda76	T6-x5b3448933e01d092	T6-60d00f02608cbdfd	T6-x689b848b67637b19	T6-61ca3af01b7adb71	T6-835e2ba676973be	T6-x37b5bb2adef46e64	T6-5a62d290e800bdd6	T6-x7fd9151423185d21	T6-56561084c4ef4d9d	T6-x625efe02e40c120c	T6-x52882f3248b21561	T6-48697e350402cf41	T6-3248211a1be6610a	T6-af15b56ddb87f4f	T6-e9f86850688f32f	T6-x732eb5e49548a4ce	T6-4d2cf4dbdb1c0de0	T6-x5f37e00c7612499d	T6-x4b7e27391fc51b19	T6-x6857bd619d3f3395	T6-x6d9655ebbdc1c01e	T6-x4adb88e28342593a	T6-c80c5d4c7785738	T6-16e36f880e967d51	T6-x6f3d43a81ae9cb9	T6-x6dc7f305be52323b	T6-2b0e7adaba51dfaf	T6-611c3e07796d3b19	T6-4eb92fc4e4ceaa2b	T6-x3624c0759488825d	T6-28bd6c5eb1cb5484	T6-x392d34cd9cdb003f	T6-x12ca9b906774e170	T6-2794a7efcb2c4932	T6-x454d008c754cd24d	T6-x71de74c77e4a38ff	T6-x513c99fb4ee43632	T6-x3285027058a1114b	T6-x5808bfdd82b89bd3	T6-x2fdc39d4e559e73f	T6-69ca4a69b84a2c99	T6-x19d30d31b8fedf0a	T6-14370cadc8c14900	T6-x2f8509ab86005255	T6-1698f8af052ad518	T6-3ebf1ebade924706	T6-x1545cb4601978780	T6-x3f64654141b39a84	T6-x53e72c35958762bc	T6-x5fa5842c3d67233f	T6-x1f4d54f1059d11a9	T6-x3753395317d3971e	T6-x6e30c815fe2f0c3b	T6-x1204c423ffa553cf	T6-x5a7bb7dac0651f60	T6-9e7445563046dc8	T6-x7f66c38b3f52040e	T2-64f8eb68c44aa5a3	T2-x7b8990244662ff4c	T2-6fd770a94f8bb0e2	T2-x190d695c2be70bd2	T2-53772c6926dc77d4	T2-509d5974bec3d6bb	T2-3b32a208974a9e8f	T2-1126f6b9bc219e7a	T2-x516e022ffb8fedab	T2-x61005711dfed7ced	T2-6955083cf7958d7c	T2-34b26d46d19e2c3c	T2-75fe5d8f9b0f03c1	T2-74efc6540f4f9ead	T2-2c0976b394406e7f	T2-x17730bbe1a877da2	T2-x6b696d348ee2cfb9	T2-x2de4475d52d6d53f	T2-x188e91606881761	T2-x2bdca7ffddcf7285	T2-5ffdcd3e8e6e70b7	T2-3f5bfb7947457c16	T2-x2c4f5ae76ecee307	T2-x7bb96d982dcc796b	T2-42f028ba03560eb1	T2-x7d4ca0fad9f844e9	T2-6708b6413b6d6b50	T2-x7c87e59850d303d1	T2-x597c4adc144da2bf	T2-59a3092be331e8fa	T2-54f94c6e169d9adc	T2-x45e709e129e7bcbf	T2-x7068ee6445d4b597	T2-74855eb1498e3eb8	T2-587dc1ad17152d1	T2-5b7738f9a1e8f385
ENSG00000187514.16|PTMA	1076.9939	1503.8045	1317.9765	1117.009	1232.5135	1692.1481	3332.8273	3564.1646	1413.9931	1473.9544	998.7633	1157.3004	1593.5202	746.9077	2735.026	1456.8429999999994	1109.9669	1278.813	1376.7927	1366.9948	1224.2146	1805.8282	1199.1851	894.9397	1443.9972	1244.7868	1380.9869	3191.3326	1271.004	1721.1015	897.8798	1020.3015	1306.8259	3249.0451	1625.4516	1113.2121	868.597	799.8022	1195.1484	1337.6808	1316.3676	991.5224	1071.6637	946.5647	1497.1551	1142.4476	1350.8182	949.7717	1891.2398	850.4924	1213.8339	1130.3092	1304.0735	919.9663	1064.9723	909.9474	757.1713	673.7419	721.3187	683.5574	1136.1321	694.1946	873.8786	1318.539	925.296	939.5734	1633.3533	1385.4512	1445.2113	1267.9794	1284.5122	1562.9343	1096.7854	1482.2594	151.059	1215.3992	38.4429	798.7433	55.7134	55.9521	1088.4209	848.0777	1037.958	1013.837	1044.5304	1293.8339	1053.3995	1489.6037	903.5843	1513.8210000000001	560.3134	1599.7314	1082.1946	1580.9105	1252.0041	1057.6833	1396.5253	850.6984	895.441	1201.0383	1046.9101	1367.8823	874.3642	1195.2684	1288.9049	977.5187	875.5165	2174.8104	1017.8824	1113.7532	1927.8278	1339.2475	1315.4517	838.1537	671.5035	1271.6724	1035.5154	1152.8278	1025.4407	1216.1434	1283.8864	1276.1008	1255.9716	978.8493	1207.7664	981.1792	980.9407	989.6722	1810.7082	82.8412	1072.0084	993.7139	1485.6795	1782.1146	965.8688	789.7667	842.7665	990.7391	2270.1692	924.5994	1458.1273	1527.007	1031.807	2233.0419	1100.6871	2627.8813	1075.3564	1006.3845	1073.8439	1529.4589999999994	2803.4197	1330.125	17.6161	958.7923	830.6358	806.8321	436.3017	2123.618	1688.6188	979.3588	1472.5969	1383.2525	1124.4434	890.737	1401.4159	1645.9307	1320.2179999999996	1000.3668	1484.9152	1705.618	1693.4495	1226.3226	1129.2078	2026.6392	1802.1225	1447.825	1736.1793	1463.4554	876.7528	905.4141	1193.6103	1027.678	947.2389	1196.1516	1072.2447	905.0985	813.1941	1031.5625	824.0276	1102.2102	850.7891	1549.9109	1409.5715	1008.2506	869.2471	929.1435	1718.2731	1321.9629	1422.9897	1881.6399	2141.1201	1218.4616	1232.0307	1179.7968	1401.8313	1611.6743	1770.2746	1820.345	1661.0625	1653.4109	1688.5639999999999	1230.9801	1286.5119	1747.9956	1811.4658	1509.6444	1019.6223	1205.8195	1195.7953	1560.7294	1657.3147	1682.0343	1344.46	1510.9689	1604.5219	1236.3052	1845.3414	3355.1219	936.6321	642.5476	2154.4455	996.1664	1070.6927	2040.0763	1360.1926	1645.1929	1411.1725	1402.2475	1451.6587	1429.1435	1269.7051	1111.3925	1385.2008	1608.4607	1324.3126	914.8237	1743.5963	1088.7934	1006.57	1167.8689	993.6294	3076.2026	1267.937	1897.1246	1730.4575	1214.6642	3137.0037	1208.6556	2379.5817	1667.8953	1382.5681	1355.2716	2311.8653
ENSG00000150681.9|RGS18	950.9906	2418.0338	2064.3278	1961.4326	1059.4314	2439.0216	1555.2383	1250.4888	2179.527	2286.7718	2476.6879	2705.6946	1271.6641	1810.631	3760.3346	2595.2145	1410.142	929.8699	1760.0149	1851.4209	1696.5262	1790.5267	1857.2379	1843.0107	1889.2566	1342.0465	2252.7099	1194.1866	2542.2762	1282.3567	1060.1323	3089.1833	1900.9096	596.2239	1126.1075	1960.4862	2206.9173	2621.6486	1804.5003	1797.0076	2579.0818	1862.6261	3301.7817	1635.6571	2758.9321	2138.6411	2619.6771	1500.1743	1817.1899	2424.4536	80.9773	2561.0125	2997.5176	2224.348	2004.0293	1259.2273	1915.0297	970.45	2312.1733	1354.5485	1650.8194	1536.7149	1957.1933	2626.3014	2962.3564	757.9808	212.5501	1250.6846	510.1746	1564.0256	1738.7896	754.8811	1710.8492	149.9289	38.6235	92.2789	2.3733	128.3835	7.4523	7.4842	136.4029	315.8357	128.819	379.5749	219.2005	151.2527	1255.5665	1192.4432	1989.389	1278.0339999999999	298.6567	1583.7012	926.2606	1501.9384	3049.1865	821.4645	1866.7922	1981.8785	703.8277	2005.3552	1157.9117	1810.3704	667.2704	2167.474	1114.8765	1020.9095	1220.3764	1309.5714	1085.4751	1084.1767	1329.6625	1051.8209	2308.848	599.275	1033.113	465.1719	1735.5305	1423.5993	1161.873	2226.5454	1240.9179	1646.816	1235.9452	1682.256	283.1083	181.8082	288.9037	140.8202	219.2054	39.8913	2273.5849	1967.3961	1879.0091	2074.9728	2052.8247	1539.6689999999999	2059.1003	1893.45	2567.7665	2351.7922	1567.935	2001.3903	2248.9833	2280.5031	2531.5117	1986.4745	1129.8788	2209.8272	1114.7045	2607.0649	2290.2491	2227.8483	11.429	2426.6867	1684.1257	1958.7951	861.2876	1741.6697	2389.0066	1077.6683	2207.8232	1467.0417	2745.1619	1708.9006	454.719	254.0798	430.5522	124.9735	186.0048	525.8197	174.72	144.7722	244.8601	215.9573	123.9278	147.4449	461.8702	449.2875	2168.9706	2986.2953	2451.5319	2923.3059	1273.5296	2011.3407	1151.8454	2068.6472	1845.3138	1335.5696	1781.3146	2243.1861	1373.3342	2046.9395	1815.7901	2557.0612	1672.7113	2303.6057	394.8554	240.2628	367.4741	189.4661	102.195	669.5404	515.7163	1157.715	694.5591	296.7067	165.0835	147.4228	141.9237	466.1382	219.6996	299.4043	517.0213	248.1673	186.0951	493.9841	442.0243	486.1456	161.7756	186.0073	206.9331	151.8116	140.489	323.0594	310.9799	633.2835	220.775	1636.3475	2009.1223	2120.8968	1233.7113	1986.5722	1851.8383	1764.5922	1543.7651	2446.4289	2443.0747	1766.4093	2122.6418	1662.9798	2333.1058	2054.6119	1978.9536	2307.3602	2367.8773	2358.4897	2776.5708	2060.8195	1540.5872	2914.6769	2275.2785	1059.0169	1851.316	1405.0324	2259.9007	1937.2198	1425.9037	1406.7578	1298.018	943.3928	2240.6298	2200.7801	1498.1092
ENSG00000124491.15|F13A1	829.3029	1748.9543	1143.0295	2602.8666	304.8295	2533.5842	946.9278	1133.7168	1873.4504	1657.2671	1809.1433	1729.1359	1877.6782	1555.5491	1252.8829	2502.4094	743.4596	851.2187	524.2116	1500.5147	1385.1853	1702.7923	1505.582	1391.9226	1232.3465	839.2657	1917.8535	2617.6864	1442.5259	866.4478	1237.2314	1140.0674	2009.1623	1957.8227	1321.0564	1033.6382	1047.0037	1120.3936	1474.6522	1205.8777	1915.2337	1972.2527	1064.3984	922.0956	1123.925	720.1654	1313.2956	1493.7394	646.1915	1619.9372	99.0987	1343.9199	1296.5195	1947.8219	1356.6916	1032.9716	1218.0775	615.76	1610.1116	2275.7488	1334.9711	1039.018	844.8505	1892.0804	1830.0356	349.5987	321.3772	995.5545	517.5769	1263.2463	681.6651	548.1232	1217.9208	112.9925	26.9596	154.5878	12.7794	255.5145	9.809	17.0155	117.0554	394.0385	304.9837	546.2040000000002	282.0353	153.6466	1413.2179	600.9384	1266.1054	625.9081	572.0625	709.3347	956.2121	679.0871	1610.547	867.6362	1792.0806	1126.7136	879.3476	1434.17	695.6946	1699.5373	832.9578	538.274	1132.454	1182.8876	540.6694	493.4312	658.3283	843.3414	813.1221	1066.6174	1746.5093	2191.1142	546.136	371.7718	1257.0752	576.3261	1720.9933	1136.5274	689.0564	1014.6416	720.7884	2162.2211	293.5694	230.495	159.1991	133.408	131.7593	41.369	1822.0087	821.2606	1149.2991	1265.1302	1345.205	1337.2213	1351.1261	994.5552	758.3955	855.768	802.6583	2115.3851	676.1078	943.6906	780.303	988.0864	1153.9134	1405.1778	557.8461	1021.6634	1591.9158	1412.3719	7.7496	1551.315	1738.1494	1276.3043	818.5499	1296.2578	909.6805	585.7045	1363.1031	1866.5591	1216.1242	944.6349	147.599	120.8356	297.8464	103.3199	153.8202	204.304	137.8368	81.3752	63.1459	127.0099	106.3047	121.8459	353.7509	248.9946	1156.2876	1725.9415	1489.281	1568.842	1103.9751	1550.0611	625.7244	1458.2721	1770.9627	1031.5159	1617.6406	1389.509	849.7901	1055.2288	2261.5206	1362.2007	1055.2642	1599.1649	149.2767	138.5293	230.7148	76.2398	42.1205	598.5364	802.9404	1257.251	624.2913	143.8681	114.0947	74.8527	93.6211	220.3774	65.0586	228.4342	409.0041	120.1715	67.2582	144.036	221.0073	250.1009	64.3625	93.156	199.2782	85.3646	83.3591	215.3742	174.0692	678.1956	121.7526	1110.7806	1458.6802	1303.4139	991.3543	1287.2246	1289.8826	1918.945	1096.0206	1463.4857	1000.9763	1083.0245	951.0996	879.8530000000003	1321.0656	1271.8397	1348.0524	1964.1589	1553.7583	1295.6319	1552.1213	839.0609	829.7305	1359.2947	1560.0825	1843.9720000000002	1560.8798	1361.5786	1367.5504	1089.1832	1884.9332	822.7043	1585.5883	529.9353	1101.6804	1170.6208	1419.7722
ENSG00000274012.1|RN7SL2	15224.4299	8292.4007	9468.9921	5010.8239	6604.5677	20100.5723	14647.6169	20719.3975	6776.9209999999985	10492.9014	5749.3173	5764.0631	15897.9242	5731.3507	6975.153	12199.4037	7144.2919	32940.8514	15410.5553	9374.5865	17231.3177	9848.2648	7054.5781	5589.4964	6879.8334	9660.3565	8742.035	14519.7266	6788.0041	11028.5401	9712.4161	6263.6523	19568.1566	37771.4973	22160.8314	5788.1773	5990.5708	6092.9185	9474.1016	7873.2821	6460.5039	7950.495	5624.1328	7005.4784	5203.0989	7697.5884	10281.8896	7179.7169	13972.7285	6182.482	68545.4132	8494.0127	8284.1342	9157.3667	14636.7915	12610.0249	8486.1069	7997.3956	7815.361999999999	10632.4232	12017.5592	13796.1896	8452.4522	9111.3185	10999.9179	58385.3265	48370.3798	17504.9782	19136.1796	11409.1433	23577.3214	31173.686	11849.8924	45598.0138	5840.3415	28045.2239	22.1983	63177.5065	947.9701	2800.0933	86588.3382	91382.9744	137167.815	86953.0141	75727.1836	101648.8878	23408.1885	15081.4135	8228.3977	15229.8455	66150.2625	13407.7459	18148.1662	13052.4577	15393.7737	17610.6276	11033.7094	10664.8397	13288.1793	12312.5292	13302.5288	10591.5672	12379.4303	5221.5536	12581.9925	8617.1612	8857.4421	13791.6526	13187.0659	6740.4944	18970.4451	13310.4135	10377.4888	16738.4561	8877.9956	26332.731	12118.9297	16256.9332	14957.0289	9847.805	9429.511	8787.8833	10387.0671	14008.9449	27819.4296	11387.128999999999	22802.9748	14270.4226	72819.0607	8594.1226	6273.2032	12815.3149	23615.8548	9005.2278	10315.9329	8719.9691	5364.2117	4810.2576	9074.1471	3375.1456	8072.9136	14198.2929	5190.785	15425.3896	7851.2567	8898.4449	11518.2119	11263.0673	8138.4980000000005	6067.4205	20534.7067	11327.6416	229.2395	10404.14	14476.9971	6959.4047	4915.2351	10782.3483	10844.7982	8105.2305	20117.3835	14874.6502	11509.6374	10669.6937	25874.3114	26039.6041	67280.8539	76999.894	41139.5858	38483.2256	41184.3636	45353.7988	6462.7393	49199.0953	69115.3553	50840.6979	52193.3103	26058.7075	7022.5875	7928.1495	7894.9245	6598.8538	8200.3653	7475.4284	25608.3986	8530.082	12236.7477	14591.9226	7508.953	6973.014	9356.3052	15627.8704	9783.4311	9315.3444	6196.5491	9720.4927	32844.3242	41266.4796	41194.3771	33686.3405	29320.2408	11739.0199	40890.1304	37906.6096	33689.4498	27172.3525	45057.8927	54529.6999	73946.3025	33236.3713	30642.2288	42237.6545	41459.5439	31436.7742	34570.6413	17567.3807	22862.9216	35797.4066	36661.0376	48225.357	40314.3778	61239.0939	63682.1129	38461.6984	28577.2133	10355.6531	31952.4554	33156.6942	1077.2591	1444.6294	45257.8758	9004.4075	5960.7803	11278.8794	7099.9457	10328.7499	7881.7771	5772.2215	6596.2329	9700.1192	7335.9716	6094.6465	5897.9528	10931.628	8200.332	10431.8439	6578.9422	7027.3728	6832.1157	7735.2707	10764.8155	37501.5637	7222.5905	23568.7144	17779.7413	7268.6011	30195.4259	11731.2036	22364.2073	28369.2985	8421.949	8649.8285	21334.6311
ENSG00000137076.20|TLN1	408.4963	785.9074	548.1214	1321.9958	105.7816	1780.8133	398.6782	633.6994	832.7047	627.0795	1060.3003	939.0329	859.5099	855.7427	448.8818	1196.0667	336.0036	335.1299	148.2553	550.7584	432.402	1013.602	556.9746	873.5677	615.9748	176.2355	701.4926	2084.863	439.9766	435.2158	672.2228	421.3726	998.9077	1819.8591	709.8509	258.4192	340.3864	417.6421	877.2519	454.8876	1076.0806	1051.4727	357.918	345.6191	401.473	260.7824	536.0165	666.2818	217.7419	737.4541	100.4538	508.6913	550.5113	1082.4375	849.7957	431.8682	669.5475	226.4187	845.4516	1900.4593	575.9174	522.215	283.863	688.9779	891.1418	188.2122	136.2152	524.8774	351.2726	646.6858	341.4193	331.9613	598.9234	137.7107	43.023999999999994	258.5354	20.8192	135.3495	38.6013	30.0129	127.7709	269.3197	196.2819	233.44299999999998	191.0078	189.2773	768.1657	230.6304	479.7409	233.8203	297.2651	245.4841	639.0877	237.3062	750.6895	609.0313	1110.0855	564.6328	457.5571	567.2884	317.3579	1046.2069999999999	434.9664	192.6708	478.9974	607.3097	212.646	185.8269	308.33799999999997	435.1987	408.2368	452.4066	749.0932	1292.3369	228.6775	202.0479	544.0276	217.3037	1069.5197	488.4618	390.2214	387.0008	264.8904	1227.8024	227.9255	298.0319	181.9613	264.2142	120.9544	30.3648	1125.7319	321.13599999999997	608.1022	564.0849	636.7376	759.6676	753.1314	319.5572	217.1173	265.3149	357.531	1215.5719	223.7583	384.4356	380.7813	458.9887	672.6289999999998	497.0254	413.64599999999996	461.2465	739.8643	996.7235	6.5070000000000014	707.7728	1142.0647	690.7496	498.0093	883.2286	373.9821	231.1867	805.6555	1542.4752	407.2698	371.7516	134.14700000000002	202.9185	156.4342	125.9238	216.5359	118.9084	176.6494	128.1402	132.852	128.1181	145.5319	185.9183	167.6606	91.3768	524.2329	612.8803	604.8679	796.4567	457.3479	681.6457	234.7284	542.5215	812.1963	499.3745	894.4867	508.3333	277.5584	520.6194	1207.7882	601.9919	366.4392	916.0838	132.2649	140.4431	155.651	136.3438	176.2389	455.6738	583.8403	453.087	254.9772	197.613	185.0811	140.0303	103.3689	153.4584	131.172	163.3161	190.696	203.0713	150.1851	171.9774	245.1214	189.7094	100.8521	146.0875	177.882	121.4272	77.6011	157.3989	184.8121	529.8824	214.4539	566.3580000000002	633.6666	697.9081	464.5464	520.3139	551.4761	1336.3714	680.3394	732.8269	400.6409	454.3715	485.0182	281.2159	526.9805	701.2536	1134.4662	874.6156	577.4202	554.0767	625.2365	359.1952	345.7623	649.5737	644.4527	1234.1636	843.7687	869.2276	945.3043	476.267	1678.86	410.0429	1043.0663	384.5584	529.6811	499.1657	896.9097
ENSG00000154146.12|NRGN	3247.4057	5253.4358	4786.2840000000015	5366.3292	2530.5182	10993.6248	3332.7899	4507.3565	3576.6036	3971.1137	4759.7476	3890.3921	8363.3952	3865.0665	5464.6803	4808.2906	2737.3541	3260.7701	2489.8436	3762.4347	5111.1865	6055.2263	4308.0166	3931.616	4076.6398	3308.9019	4313.9061	9094.3947	4419.8775	4149.3699	5734.0965	3463.037000000001	8077.499	12913.72	7046.0552	3224.366	3589.477000000001	3474.6059	5813.7957	4313.8033	5712.2712	6691.1583	3605.067	3431.3883	5137.0445	3802.3477	5037.0692	6610.3418	4078.6018	4297.7806	1144.0809	4760.1382	4263.3434	5602.2722	6161.5972	4694.0837	4078.8746	2829.2794	4498.7716	7299.7279	5296.2965	5411.1418	3435.3314	4918.2722	5816.3048	2774.2729999999997	3225.6092	4856.5328	2949.3326	4610.2767	3249.4756	3905.305	5106.105	1340.8192	210.435	917.2909	17.8061	2679.0422	38.3397	77.0079	1030.7701	4164.535	1700.2284	3832.0369	1649.6426	1564.5744	6374.6726	4167.1217	5687.7891	3914.6519	5435.6727	3349.1472	6011.2493	3428.5259	5417.2903	6240.5386	6627.2317	4364.179	3642.5603	6706.5847	4082.7704	6655.2323	3662.1294	2807.7681	5091.6922	5936.9509	3440.079	3932.2577	4265.5463	4074.3275	6330.9089	4806.4571	5094.9919	8821.0888	2728.6627	3951.4017	4206.6058	3292.8882	7175.4987	5173.7241	4210.3095	4352.5362	3544.7521	6273.9605	2106.4687	871.0149	1389.4479	1670.6074	1363.7832	131.1182	4897.7001	3511.3229	5782.7844	4223.8063	5469.9594	5143.3291	3891.5919	4015.4429	2903.0977	2693.8945	3533.985	6165.9094	2411.1003	4246.267	2898.2946	2828.0421	5151.5895	5421.6376	5174.657	3981.7711	5144.5805	5947.5075	40.0158	5365.7423	6617.2632	4152.4245	3018.7696	6762.1993	4490.9341	3959.2121	5515.0497	8558.7071	4586.3971	4131.927	1427.4089	693.1017	1705.2772	1056.9712	1383.0733	1349.7332	1397.0427	860.8383	319.7589	840.6192	854.5746	1391.2462	2604.2432	1679.3793	4635.718	3971.2326	4902.258	3839.3825	4320.7077	4178.5513	3737.3422	3501.8178	4853.7168	7408.5242	5963.0333	4624.8881	4286.2848	5321.4093	6262.7863	3926.9817	3673.3802	4626.0946	675.4406	1094.6563	1668.8107	1071.069	658.8248	3743.8315	6539.6983	6834.9297	5919.172	797.7406	1200.4347	782.3597	624.0628	1855.3424	852.7097	1645.7407	2364.3684	895.1296	745.7314	1097.6047	1853.8234	1693.9297	1015.7124	1386.5916	1227.4576	802.5555	649.5994	1270.2739	1415.7149	4044.278	843.5793	7051.3383	3438.1879	3734.9548	5020.5253	4208.0285	3806.6735	7624.8595	5110.1257	4517.0065	2684.967	3895.6168	5054.0536	3445.3669	4745.6362	3991.1812	6241.0608	6634.5394	4998.6738	4686.7081	4738.3085	4417.6161	2689.4521	3842.4990000000003	4915.0065	9300.1311	4272.8155	6810.5103	6055.3297	3608.3733	9742.552	4194.8821	7790.9748	4802.3085	4137.6482	4951.1954	7238.6119
